cid,pid,quantity
c1785,p1382,1
c1785,p1606,1
c1785,p1970,1
c1785,p1810,1
c1785,p1281,2
c1785,p813,2
c1785,p2113,2
c1785,p460,2
c1785,p1024,2
c1785,p588,3
c1785,p571,2
c1785,p1244,1
c1785,p10,2
c1785,p11,2
c1785,p972,2
c1785,p1373,2
c1785,p449,1
c1785,p336,2
c1785,p1027,2
c1785,p544,2
c1785,p3374,1
c1785,p400,1
c1785,p941,1
c1785,p2649,2
c1785,p912,1
c1785,p338,1
c1785,p300,1
c1785,p339,1
c1785,p735,1
c1785,p807,1
c1785,p3379,2
c1785,p3371,2
c1785,p3373,2
c1785,p434,1
c1785,p203,2
c1785,p639,7
c1785,p365,5
c1785,p280,1
c1785,p312,1
c1785,p2325,1
c1785,p1914,1
c1785,p1909,1
c1785,p1311,1
c1785,p294,1
c1785,p476,2
c1785,p223,2
c1785,p422,2
c1785,p1072,1
c1785,p964,2
c1785,p296,4
c1785,p1045,1
c1785,p808,2
c1785,p968,2
c1785,p30,1
c1785,p809,1
c1785,p2326,2
c1785,p810,2
c1785,p1387,1
c1785,p120,2
c1785,p868,5
c1785,p3692,1
c1785,p2704,2
c1785,p3160,1
c1785,p3159,1
c1785,p3195,1
c1785,p3435,2
c1785,p3434,1
c1785,p3535,1
c1785,p32,2
c1785,p1032,1
c1785,p516,1
c1785,p110,2
c1785,p349,2
c1785,p901,1
c1785,p1741,1
c1785,p902,1
c1785,p903,2
c1785,p557,3
c1785,p1056,1
c1785,p2434,2
c1785,p3340,2
c1785,p2811,2
c1785,p3345,2
c1785,p3357,2
c1785,p2430,2
c1785,p1770,2
c1785,p1125,2
c1785,p3147,2
c1785,p2455,4
c1785,p543,2
c1785,p3415,2
c1785,p1517,4
c1785,p2472,2
c1785,p2356,2
c1785,p3176,2
c1786,p752,1
c1786,p426,1
c1786,p2788,1
c1786,p9,1
c1786,p1221,1
c1786,p1348,1
c1786,p291,1
c1786,p1361,1
c1786,p713,1
c1786,p864,1
c1786,p3194,1
c1786,p1750,1
c1786,p1751,1
c1786,p1074,1
c1786,p350,1
c1786,p1175,1
c1786,p1149,4
c1786,p131,1
c1786,p395,1
c1786,p3123,1
c1786,p124,1
c1786,p2143,1
c1786,p122,1
c1786,p66,1
c1786,p240,1
c1786,p2962,1
c1786,p3446,1
c1786,p764,2
c1786,p562,2
c1786,p463,1
c1786,p1160,1
c1786,p2708,1
c1786,p2655,1
c1786,p435,1
c1786,p2288,1
c1786,p1537,2
c1786,p552,1
c1786,p295,2
c1786,p370,1
c1786,p2407,1
c1786,p1903,1
c1786,p2318,2
c1786,p685,1
c1786,p2583,1
c1786,p3243,1
c1786,p3035,1
c1786,p455,1
c1786,p2640,1
c1786,p2057,1
c1786,p874,2
c1786,p640,2
c1786,p964,1
c1786,p808,1
c1786,p968,2
c1786,p914,1
c1786,p3567,1
c1786,p120,1
c1786,p282,1
c1786,p3679,1
c1786,p3675,1
c1786,p1032,1
c1786,p2091,2
c1786,p1770,2
c1786,p3176,1
c1787,p582,1
c1787,p1331,1
c1787,p3377,1
c1787,p3372,1
c1787,p954,2
c1787,p1088,1
c1787,p2788,1
c1787,p851,1
c1787,p9,1
c1787,p1985,1
c1787,p217,1
c1787,p1245,1
c1787,p3768,1
c1787,p3161,1
c1787,p3204,1
c1787,p197,1
c1787,p3635,2
c1787,p3304,1
c1787,p3303,1
c1787,p862,1
c1787,p1866,1
c1787,p1097,1
c1787,p2348,1
c1787,p136,1
c1787,p1232,4
c1787,p3194,1
c1787,p472,1
c1787,p3769,1
c1787,p3712,1
c1787,p381,1
c1787,p1334,1
c1787,p1374,1
c1787,p1869,1
c1787,p2203,2
c1787,p1195,1
c1787,p168,1
c1787,p1236,1
c1787,p2333,1
c1787,p3062,1
c1787,p1299,1
c1787,p693,1
c1787,p1889,1
c1787,p169,1
c1787,p3093,1
c1787,p1079,1
c1787,p3428,1
c1787,p2307,3
c1787,p3425,1
c1787,p1868,1
c1787,p1258,1
c1787,p1216,1
c1787,p94,1
c1787,p1219,1
c1787,p1224,1
c1787,p1852,1
c1787,p1297,1
c1787,p1568,1
c1787,p1208,1
c1787,p1080,1
c1787,p342,1
c1787,p428,1
c1787,p3379,1
c1787,p3371,1
c1787,p195,1
c1787,p1555,1
c1787,p3409,1
c1787,p340,1
c1787,p759,1
c1787,p2056,1
c1787,p1909,1
c1787,p2057,1
c1787,p1477,1
c1787,p943,1
c1787,p2384,1
c1787,p1303,1
c1787,p809,1
c1787,p2265,1
c1787,p2701,2
c1787,p1715,2
c1787,p2089,1
c1787,p3363,1
c1787,p3336,1
c1787,p3337,1
c1787,p1223,1
c1787,p533,1
c1787,p3613,1
c1787,p3580,1
c1787,p3601,1
c1787,p1588,1
c1787,p1698,1
c1787,p0,1
c1787,p2327,1
c1787,p715,2
c1787,p3353,2
c1787,p545,2
c1787,p1125,2
c1787,p990,2
c1787,p2455,2
c1787,p2356,2
c1788,p1126,4
c1788,p1088,1
c1788,p2221,1
c1788,p239,1
c1788,p2178,2
c1788,p2313,2
c1788,p774,2
c1788,p24,1
c1788,p677,1
c1788,p842,1
c1788,p926,1
c1788,p377,1
c1788,p1728,1
c1788,p1135,1
c1788,p3467,1
c1788,p2574,1
c1788,p2373,2
c1788,p490,1
c1788,p1889,1
c1788,p3456,1
c1788,p3465,1
c1788,p3229,1
c1788,p3192,1
c1788,p2025,2
c1788,p1139,1
c1788,p271,2
c1788,p270,1
c1788,p2985,2
c1788,p242,2
c1788,p66,2
c1788,p500,1
c1788,p3446,1
c1788,p604,2
c1788,p3116,1
c1788,p3472,2
c1788,p3046,2
c1788,p1219,1
c1788,p3497,1
c1788,p1862,1
c1788,p553,1
c1788,p370,1
c1788,p446,1
c1788,p1806,1
c1788,p22,1
c1788,p1010,1
c1788,p100,1
c1788,p484,1
c1788,p3181,1
c1788,p3180,1
c1788,p3135,1
c1788,p3464,2
c1788,p2640,1
c1788,p160,1
c1788,p2975,1
c1788,p391,1
c1788,p1070,1
c1788,p2903,1
c1788,p3176,1
c1789,p2768,1
c1789,p576,1
c1789,p929,1
c1789,p3372,1
c1789,p239,1
c1789,p1569,1
c1789,p787,1
c1789,p2771,1
c1789,p1381,2
c1789,p350,2
c1789,p1066,1
c1789,p330,1
c1789,p1065,1
c1789,p3456,2
c1789,p3438,1
c1789,p270,1
c1789,p2217,1
c1789,p669,1
c1789,p3459,2
c1789,p567,2
c1789,p3481,2
c1789,p69,2
c1789,p362,2
c1789,p267,2
c1789,p177,2
c1789,p1488,2
c1789,p552,1
c1789,p553,1
c1789,p372,1
c1789,p45,2
c1789,p336,1
c1789,p925,1
c1789,p39,1
c1789,p303,1
c1789,p34,2
c1789,p332,1
c1789,p3332,1
c1789,p3325,1
c1789,p3324,1
c1789,p3140,2
c1789,p2469,1
c1789,p2468,2
c1789,p408,1
c1789,p3512,1
c1789,p822,1
c1789,p3517,1
c1789,p2430,2
c1789,p543,2
c1789,p3415,2
c1789,p3176,1
c1790,p281,2
c1790,p129,2
c1790,p1873,1
c1790,p791,1
c1790,p550,2
c1790,p2758,3
c1790,p2760,3
c1790,p132,3
c1790,p130,2
c1790,p107,1
c1790,p21,1
c1790,p2815,2
c1790,p1488,2
c1790,p45,2
c1790,p1177,1
c1790,p502,1
c1790,p857,1
c1790,p303,1
c1790,p304,1
c1790,p34,1
c1790,p3058,5
c1790,p151,1
c1790,p1424,1
c1791,p141,1
c1791,p1951,1
c1791,p173,2
c1791,p1011,1
c1791,p246,1
c1791,p2182,1
c1791,p330,1
c1791,p333,1
c1791,p60,3
c1791,p3229,1
c1791,p2865,1
c1791,p508,1
c1791,p124,4
c1791,p2685,1
c1791,p507,1
c1791,p632,1
c1791,p75,1
c1791,p871,1
c1791,p1208,1
c1791,p1010,2
c1791,p1027,1
c1791,p1207,1
c1792,p3164,1
c1792,p337,2
c1792,p71,2
c1792,p268,2
c1792,p3204,2
c1792,p3303,1
c1792,p1812,1
c1792,p286,1
c1792,p1629,1
c1792,p362,2
c1792,p70,2
c1792,p177,2
c1792,p266,2
c1792,p967,1
c1792,p294,1
c1792,p966,1
c1792,p476,2
c1792,p1847,2
c1792,p223,2
c1792,p422,2
c1792,p3401,2
c1792,p3321,1
c1793,p882,1
c1793,p275,1
c1793,p71,2
c1793,p720,3
c1793,p1074,1
c1793,p719,1
c1793,p3189,1
c1793,p128,1
c1793,p272,1
c1793,p134,1
c1793,p895,2
c1793,p3391,1
c1793,p124,1
c1793,p631,2
c1793,p500,2
c1793,p604,2
c1793,p177,2
c1793,p3264,1
c1793,p1219,1
c1793,p199,1
c1793,p1862,1
c1793,p3188,1
c1793,p580,1
c1793,p1121,1
c1793,p428,4
c1793,p3015,1
c1793,p133,1
c1793,p3464,2
c1793,p474,4
c1793,p62,1
c1793,p600,1
c1793,p1642,1
c1793,p0,1
c1793,p52,2
c1793,p54,2
c1793,p3071,1
c1793,p403,1
c1794,p1873,1
c1794,p2313,1
c1794,p774,1
c1794,p25,1
c1794,p419,1
c1794,p1097,2
c1794,p38,1
c1794,p962,1
c1794,p319,1
c1794,p840,1
c1794,p650,2
c1794,p3511,1
c1794,p322,2
c1794,p310,1
c1794,p321,1
c1794,p17,1
c1794,p237,4
c1794,p3116,1
c1794,p623,1
c1794,p46,1
c1794,p150,1
c1794,p1006,1
c1794,p3019,2
c1794,p2735,1
c1794,p2407,1
c1794,p3028,2
c1794,p34,1
c1794,p1207,1
c1794,p3543,1
c1794,p3533,1
c1794,p3512,1
c1794,p1853,1
c1794,p3690,1
c1794,p3159,1
c1794,p32,1
c1795,p974,2
c1795,p3372,1
c1795,p3204,1
c1795,p448,1
c1795,p3520,1
c1795,p3194,1
c1795,p3402,1
c1795,p1063,1
c1795,p3751,1
c1795,p2806,1
c1795,p546,2
c1795,p1514,2
c1795,p182,1
c1795,p3440,1
c1795,p171,1
c1795,p965,2
c1795,p2098,1
c1795,p2345,2
c1795,p3093,1
c1795,p192,1
c1795,p2807,2
c1795,p3067,2
c1795,p2815,1
c1795,p1492,1
c1795,p827,1
c1795,p273,2
c1795,p731,1
c1795,p2962,1
c1795,p2113,2
c1795,p2527,1
c1795,p4,1
c1795,p3131,1
c1795,p299,2
c1795,p3082,1
c1795,p2211,1
c1795,p3032,1
c1795,p3061,1
c1795,p3262,1
c1795,p3127,1
c1795,p1853,1
c1795,p3159,1
c1795,p282,1
c1795,p3126,2
c1795,p194,1
c1795,p1470,1
c1795,p348,1
c1795,p3357,2
c1795,p2091,2
c1795,p2455,2
c1795,p543,2
c1795,p3253,2
c1795,p2921,1
c1795,p2925,1
c1796,p176,1
c1796,p141,1
c1796,p1042,2
c1796,p591,1
c1796,p392,1
c1796,p188,1
c1796,p1869,1
c1796,p602,1
c1796,p863,2
c1796,p1974,1
c1796,p572,1
c1796,p3428,1
c1796,p897,1
c1796,p604,1
c1796,p1024,2
c1796,p1177,1
c1796,p140,1
c1796,p1780,1
c1796,p2647,2
c1796,p0,3
c1796,p292,2
c1796,p990,2
c1798,p28,1
c1798,p27,1
c1798,p1592,3
c1798,p176,1
c1798,p1328,1
c1798,p687,1
c1798,p787,1
c1798,p392,1
c1798,p456,1
c1798,p350,1
c1798,p356,1
c1798,p1712,2
c1798,p2810,2
c1798,p503,1
c1798,p3408,1
c1798,p3079,1
c1798,p1118,1
c1798,p2868,2
c1798,p2668,1
c1798,p3390,1
c1798,p520,1
c1798,p1411,1
c1798,p69,2
c1798,p266,2
c1798,p2114,2
c1798,p290,2
c1798,p3024,1
c1798,p1146,1
c1798,p166,1
c1798,p581,2
c1798,p592,1
c1798,p883,1
c1798,p100,1
c1798,p78,2
c1798,p1207,1
c1798,p3332,1
c1798,p2087,1
c1798,p3156,1
c1798,p2469,2
c1798,p2468,2
c1798,p600,1
c1798,p648,1
c1798,p464,1
c1798,p1424,1
c1798,p822,1
c1798,p821,2
c1798,p820,1
c1798,p877,1
c1798,p3351,2
c1798,p3352,2
c1799,p975,1
c1799,p159,2
c1799,p867,1
c1799,p1441,4
c1799,p794,1
c1799,p3170,2
c1799,p792,4
c1799,p1096,2
c1799,p3712,2
c1799,p2342,1
c1799,p327,5
c1799,p325,7
c1799,p326,5
c1799,p310,3
c1799,p321,5
c1799,p3354,1
c1799,p3,1
c1799,p2202,4
c1799,p2866,4
c1799,p2868,3
c1799,p2985,4
c1799,p240,3
c1799,p3390,3
c1799,p36,1
c1799,p44,4
c1799,p357,2
c1799,p201,1
c1799,p909,4
c1799,p577,2
c1799,p3544,1
c1799,p3531,2
c1799,p2209,2
c1799,p908,6
c1799,p78,2
c1799,p2649,1
c1799,p3537,1
c1799,p2831,1
c1799,p2833,1
c1799,p1477,1
c1799,p335,2
c1799,p328,1
c1799,p3687,1
c1799,p2657,3
c1799,p2647,5
c1799,p2653,2
c1799,p2656,2
c1799,p32,1
c1799,p349,2
c1800,p712,1
c1800,p3084,1
c1800,p2869,2
c1800,p38,3
c1800,p620,2
c1800,p2864,2
c1800,p359,1
c1800,p787,1
c1800,p360,1
c1800,p674,1
c1800,p1658,1
c1800,p1038,1
c1800,p188,1
c1800,p287,1
c1800,p1573,1
c1800,p20,2
c1800,p863,1
c1800,p2950,1
c1800,p1627,1
c1800,p2648,1
c1800,p60,2
c1800,p3229,1
c1800,p2865,2
c1800,p2867,1
c1800,p2987,1
c1800,p119,1
c1800,p3698,1
c1800,p2986,1
c1800,p59,2
c1800,p76,2
c1800,p124,4
c1800,p2685,2
c1800,p631,2
c1800,p3192,1
c1800,p3389,1
c1800,p2988,2
c1800,p80,2
c1800,p75,2
c1800,p270,1
c1800,p66,1
c1800,p435,1
c1800,p3023,1
c1800,p3048,1
c1800,p1219,1
c1800,p988,1
c1800,p1016,3
c1800,p1027,1
c1800,p544,2
c1800,p830,1
c1800,p831,1
c1800,p2649,1
c1800,p2975,1
c1800,p62,2
c1800,p876,1
c1800,p1853,1
c1800,p175,1
c1800,p3321,1
c1800,p3336,1
c1800,p3696,1
c1800,p1495,1
c1800,p1034,1
c1800,p3253,2
c1801,p797,2
c1801,p3164,3
c1801,p3768,4
c1801,p3161,2
c1801,p3204,2
c1801,p501,1
c1801,p143,1
c1801,p3186,5
c1801,p3635,2
c1801,p3304,3
c1801,p3303,3
c1801,p16,1
c1801,p677,2
c1801,p948,2
c1801,p247,2
c1801,p678,2
c1801,p2741,2
c1801,p3007,6
c1801,p3006,3
c1801,p136,2
c1801,p361,2
c1801,p483,2
c1801,p2771,1
c1801,p3769,4
c1801,p3065,2
c1801,p3712,3
c1801,p3157,3
c1801,p2769,1
c1801,p2974,3
c1801,p829,5
c1801,p2040,5
c1801,p1318,5
c1801,p1355,2
c1801,p490,2
c1801,p1041,5
c1801,p131,5
c1801,p144,2
c1801,p503,1
c1801,p148,3
c1801,p147,3
c1801,p77,5
c1801,p3192,2
c1801,p3056,3
c1801,p2866,5
c1801,p2868,5
c1801,p2985,10
c1801,p3728,5
c1801,p3057,3
c1801,p604,9
c1801,p514,4
c1801,p2638,3
c1801,p3188,5
c1801,p581,2
c1801,p580,2
c1801,p502,1
c1801,p3012,2
c1801,p3013,2
c1801,p3016,3
c1801,p3017,3
c1801,p3014,1
c1801,p484,4
c1801,p945,1
c1801,p857,1
c1801,p3418,3
c1801,p2583,2
c1801,p3403,4
c1801,p2058,4
c1801,p2087,2
c1801,p3155,2
c1801,p3383,3
c1801,p2640,8
c1801,p1251,2
c1801,p3058,5
c1801,p3144,5
c1801,p3158,3
c1801,p1424,1
c1801,p1853,3
c1801,p3363,3
c1801,p3336,2
c1801,p3337,1
c1801,p3203,2
c1801,p3182,3
c1801,p3200,5
c1801,p3201,4
c1803,p3433,1
c1803,p3424,1
c1803,p3377,1
c1803,p3372,1
c1803,p363,2
c1803,p337,2
c1803,p71,2
c1803,p291,1
c1803,p447,1
c1803,p1554,1
c1803,p1516,1
c1803,p2869,4
c1803,p38,4
c1803,p1019,5
c1803,p620,6
c1803,p2864,4
c1803,p178,1
c1803,p359,1
c1803,p787,1
c1803,p360,2
c1803,p2852,1
c1803,p2853,1
c1803,p720,8
c1803,p994,1
c1803,p1214,1
c1803,p382,1
c1803,p350,3
c1803,p12,3
c1803,p356,3
c1803,p323,1
c1803,p635,1
c1803,p3229,1
c1803,p2865,1
c1803,p2987,2
c1803,p119,1
c1803,p508,1
c1803,p76,2
c1803,p124,2
c1803,p2685,2
c1803,p3192,1
c1803,p3389,1
c1803,p2988,2
c1803,p507,1
c1803,p632,1
c1803,p75,3
c1803,p271,6
c1803,p2866,4
c1803,p2868,6
c1803,p270,4
c1803,p2985,2
c1803,p122,4
c1803,p3697,1
c1803,p242,4
c1803,p66,6
c1803,p3728,1
c1803,p240,4
c1803,p2668,5
c1803,p3390,2
c1803,p2873,5
c1803,p241,4
c1803,p3116,2
c1803,p69,2
c1803,p362,2
c1803,p70,4
c1803,p267,2
c1803,p177,2
c1803,p266,2
c1803,p871,3
c1803,p1006,2
c1803,p460,3
c1803,p988,2
c1803,p1208,2
c1803,p2734,1
c1803,p1016,6
c1803,p1010,3
c1803,p1294,3
c1803,p1027,3
c1803,p400,1
c1803,p338,1
c1803,p339,1
c1803,p430,1
c1803,p807,1
c1803,p3379,1
c1803,p3378,1
c1803,p3371,1
c1803,p1207,2
c1803,p3533,1
c1803,p3532,1
c1803,p312,1
c1803,p2640,2
c1803,p3140,2
c1803,p661,1
c1803,p1213,1
c1803,p728,1
c1803,p1296,1
c1803,p62,6
c1803,p1642,3
c1803,p175,1
c1803,p3435,1
c1803,p3434,1
c1803,p349,4
c1803,p3600,1
c1803,p194,1
c1803,p714,2
c1803,p715,2
c1803,p716,2
c1803,p1034,5
c1803,p786,9
c1803,p3340,2
c1803,p2430,2
c1803,p3346,2
c1803,p2925,1
c1804,p71,2
c1804,p9,3
c1804,p3031,1
c1804,p297,1
c1804,p2869,2
c1804,p38,1
c1804,p620,1
c1804,p2864,1
c1804,p3235,1
c1804,p1033,1
c1804,p636,1
c1804,p350,2
c1804,p148,1
c1804,p147,1
c1804,p2865,2
c1804,p2987,1
c1804,p119,1
c1804,p508,1
c1804,p632,1
c1804,p75,1
c1804,p1649,1
c1804,p44,2
c1804,p563,2
c1804,p463,1
c1804,p1721,1
c1804,p384,1
c1804,p266,2
c1804,p1185,1
c1804,p1219,4
c1804,p3236,1
c1804,p460,2
c1804,p295,3
c1804,p553,1
c1804,p3019,1
c1804,p580,1
c1804,p639,2
c1804,p980,2
c1804,p224,1
c1804,p3326,2
c1804,p3027,1
c1804,p3330,1
c1804,p455,1
c1804,p263,2
c1804,p2058,2
c1804,p3149,2
c1804,p2057,1
c1804,p153,1
c1804,p1181,1
c1804,p278,1
c1804,p62,2
c1804,p1032,1
c1804,p1034,2
c1805,p315,1
c1805,p2707,1
c1805,p910,1
c1805,p229,1
c1805,p1245,1
c1805,p1542,1
c1805,p1984,1
c1805,p3006,1
c1805,p792,1
c1805,p38,2
c1805,p2205,1
c1805,p2197,1
c1805,p489,1
c1805,p803,1
c1805,p3231,1
c1805,p3223,1
c1805,p305,3
c1805,p3655,1
c1805,p3657,1
c1805,p1986,1
c1805,p382,1
c1805,p3020,3
c1805,p132,1
c1805,p3207,1
c1805,p3206,1
c1805,p693,1
c1805,p3470,1
c1805,p3637,1
c1805,p2807,2
c1805,p2987,1
c1805,p1398,1
c1805,p241,2
c1805,p681,1
c1805,p1272,1
c1805,p3486,1
c1805,p2919,1
c1805,p1064,1
c1805,p45,4
c1805,p3019,1
c1805,p313,1
c1805,p39,2
c1805,p428,2
c1805,p3014,1
c1805,p3131,1
c1805,p858,1
c1805,p380,2
c1805,p34,4
c1805,p3027,1
c1805,p1555,2
c1805,p3155,1
c1805,p3149,1
c1805,p379,1
c1805,p1749,1
c1805,p474,2
c1805,p2121,1
c1805,p283,1
c1805,p1543,1
c1805,p3230,1
c1805,p35,3
c1805,p30,1
c1805,p189,1
c1805,p914,1
c1805,p32,1
c1805,p1056,1
c1806,p576,1
c1806,p71,2
c1806,p736,2
c1806,p28,2
c1806,p180,1
c1806,p181,1
c1806,p26,2
c1806,p27,2
c1806,p851,4
c1806,p254,1
c1806,p900,1
c1806,p649,1
c1806,p815,4
c1806,p2741,2
c1806,p2757,1
c1806,p193,3
c1806,p84,1
c1806,p3235,1
c1806,p1110,1
c1806,p90,1
c1806,p906,1
c1806,p2949,1
c1806,p3216,1
c1806,p3283,1
c1806,p546,4
c1806,p350,4
c1806,p91,2
c1806,p573,1
c1806,p3018,1
c1806,p243,3
c1806,p788,1
c1806,p192,2
c1806,p575,1
c1806,p221,1
c1806,p21,1
c1806,p60,1
c1806,p3229,1
c1806,p124,15
c1806,p583,1
c1806,p70,2
c1806,p267,2
c1806,p177,2
c1806,p46,1
c1806,p1017,1
c1806,p1219,1
c1806,p460,4
c1806,p899,1
c1806,p1024,2
c1806,p692,3
c1806,p3184,1
c1806,p1080,3
c1806,p1320,1
c1806,p2737,2
c1806,p2735,1
c1806,p2736,1
c1806,p142,1
c1806,p544,2
c1806,p816,2
c1806,p698,3
c1806,p428,2
c1806,p156,1
c1806,p3498,1
c1806,p3027,1
c1806,p280,1
c1806,p340,1
c1806,p2813,1
c1806,p2640,1
c1806,p939,1
c1806,p153,2
c1806,p1650,3
c1806,p968,4
c1806,p2656,2
c1806,p1237,2
c1806,p1223,3
c1806,p3613,1
c1806,p3580,1
c1806,p3601,1
c1806,p3614,1
c1806,p3600,1
c1806,p0,1
c1806,p817,3
c1806,p2434,2
c1806,p2430,2
c1806,p1125,2
c1806,p990,4
c1806,p3253,2
c1806,p89,1
c1807,p3510,1
c1807,p40,5
c1807,p440,1
c1807,p442,1
c1807,p736,1
c1807,p28,8
c1807,p181,13
c1807,p26,11
c1807,p27,11
c1807,p851,1
c1807,p2102,2
c1807,p9,17
c1807,p2178,1
c1807,p217,2
c1807,p618,1
c1807,p143,6
c1807,p2317,2
c1807,p2787,3
c1807,p1060,4
c1807,p1714,2
c1807,p3170,4
c1807,p238,2
c1807,p2457,1
c1807,p448,2
c1807,p437,3
c1807,p2206,4
c1807,p2026,4
c1807,p73,3
c1807,p926,3
c1807,p928,2
c1807,p927,3
c1807,p784,1
c1807,p619,1
c1807,p2869,1
c1807,p385,2
c1807,p37,1
c1807,p173,12
c1807,p720,2
c1807,p392,1
c1807,p1619,1
c1807,p888,1
c1807,p3511,1
c1807,p2806,4
c1807,p168,1
c1807,p350,1
c1807,p346,2
c1807,p322,1
c1807,p310,1
c1807,p321,1
c1807,p12,1
c1807,p892,1
c1807,p1917,3
c1807,p2373,1
c1807,p693,1
c1807,p486,1
c1807,p1041,1
c1807,p1541,1
c1807,p399,8
c1807,p3494,1
c1807,p3354,1
c1807,p2810,6
c1807,p2595,1
c1807,p144,7
c1807,p3268,1
c1807,p1789,1
c1807,p2867,6
c1807,p2987,2
c1807,p2986,2
c1807,p124,5
c1807,p3389,5
c1807,p3605,1
c1807,p3617,1
c1807,p218,2
c1807,p1117,3
c1807,p2068,1
c1807,p2411,3
c1807,p616,1
c1807,p2143,5
c1807,p271,3
c1807,p2868,14
c1807,p270,1
c1807,p2985,9
c1807,p242,1
c1807,p66,14
c1807,p240,12
c1807,p2668,12
c1807,p3390,5
c1807,p2873,11
c1807,p241,2
c1807,p36,16
c1807,p500,1
c1807,p2145,2
c1807,p1486,4
c1807,p897,1
c1807,p2919,4
c1807,p891,1
c1807,p889,1
c1807,p1746,2
c1807,p1252,1
c1807,p3446,1
c1807,p535,2
c1807,p961,1
c1807,p565,1
c1807,p357,15
c1807,p185,1
c1807,p1185,7
c1807,p878,1
c1807,p1219,9
c1807,p782,4
c1807,p871,1
c1807,p813,1
c1807,p1006,1
c1807,p909,1
c1807,p1208,4
c1807,p446,1
c1807,p2364,1
c1807,p74,1
c1807,p142,9
c1807,p2324,2
c1807,p3269,1
c1807,p1010,1
c1807,p1294,10
c1807,p1027,3
c1807,p1656,1
c1807,p303,3
c1807,p1207,5
c1807,p3132,8
c1807,p3537,1
c1807,p280,1
c1807,p263,1
c1807,p264,1
c1807,p3149,2
c1807,p3383,3
c1807,p3298,3
c1807,p3165,1
c1807,p3150,9
c1807,p3156,4
c1807,p2918,4
c1807,p1397,3
c1807,p1650,5
c1807,p1683,7
c1807,p3512,2
c1807,p2975,8
c1807,p219,2
c1807,p1631,1
c1807,p2657,23
c1807,p2647,27
c1807,p2642,23
c1807,p2652,7
c1807,p2643,4
c1807,p2653,14
c1807,p2645,10
c1807,p3297,6
c1807,p2902,2
c1807,p499,3
c1807,p1715,2
c1807,p1905,2
c1807,p137,1
c1807,p1345,1
c1807,p0,6
c1807,p916,1
c1807,p2122,6
c1807,p1470,1
c1807,p3517,1
c1807,p403,7
c1808,p315,1
c1808,p81,1
c1808,p501,1
c1808,p766,1
c1808,p511,1
c1808,p1243,1
c1808,p1356,1
c1808,p2445,1
c1808,p1105,1
c1808,p494,1
c1808,p993,2
c1808,p586,1
c1808,p171,1
c1808,p965,1
c1808,p2340,1
c1808,p635,1
c1808,p2358,1
c1808,p843,1
c1808,p845,1
c1808,p917,1
c1808,p148,1
c1808,p77,1
c1808,p66,1
c1808,p3057,1
c1808,p2248,1
c1808,p1225,1
c1808,p604,1
c1808,p279,1
c1808,p463,1
c1808,p3239,2
c1808,p3238,2
c1808,p177,1
c1808,p2638,1
c1808,p2703,1
c1808,p782,1
c1808,p1224,1
c1808,p1177,1
c1808,p850,2
c1808,p592,1
c1808,p1886,1
c1808,p2489,1
c1808,p428,1
c1808,p3013,1
c1808,p2954,1
c1808,p100,1
c1808,p587,1
c1808,p2636,1
c1808,p324,2
c1808,p430,1
c1808,p1903,1
c1808,p365,1
c1808,p2583,1
c1808,p2057,1
c1808,p3140,1
c1808,p422,1
c1808,p153,2
c1808,p536,1
c1808,p3058,2
c1808,p2975,1
c1808,p809,1
c1808,p960,1
c1808,p1237,1
c1808,p1872,1
c1808,p403,1
c1809,p3164,1
c1809,p1412,1
c1809,p318,1
c1809,p3428,3
c1809,p21,1
c1809,p3,2
c1809,p2868,1
c1809,p1252,1
c1809,p1411,1
c1809,p1721,2
c1809,p46,2
c1809,p150,1
c1809,p871,1
c1809,p3531,2
c1809,p580,1
c1809,p2318,2
c1809,p340,1
c1809,p3136,2
c1809,p3179,2
c1809,p3177,2
c1809,p3178,2
c1809,p3266,1
c1809,p1424,1
c1809,p3321,2
c1809,p3336,1
c1809,p429,1
c1809,p3176,2
c1810,p2788,2
c1810,p239,1
c1810,p584,1
c1810,p1348,1
c1810,p104,1
c1810,p385,2
c1810,p353,1
c1810,p3157,1
c1810,p1573,1
c1810,p2949,1
c1810,p863,1
c1810,p157,1
c1810,p382,1
c1810,p3077,2
c1810,p3252,1
c1810,p3428,1
c1810,p513,1
c1810,p147,1
c1810,p77,1
c1810,p3183,1
c1810,p3425,1
c1810,p242,1
c1810,p1606,1
c1810,p932,1
c1810,p2474,1
c1810,p3188,1
c1810,p133,1
c1810,p3404,1
c1810,p3155,1
c1810,p3141,1
c1810,p3149,2
c1810,p3383,1
c1810,p1311,1
c1810,p179,1
c1810,p775,2
c1810,p2975,3
c1810,p485,1
c1810,p1853,1
c1810,p110,1
c1810,p3267,1
c1810,p2430,2
c1810,p3346,2
c1811,p315,1
c1811,p238,1
c1811,p840,1
c1811,p1166,1
c1811,p2203,2
c1811,p435,1
c1811,p1017,1
c1811,p1219,1
c1811,p58,1
c1811,p754,1
c1811,p1342,1
c1811,p430,1
c1811,p224,1
c1811,p2326,2
c1811,p876,1
c1811,p0,1
c1811,p2434,2
c1811,p2430,2
c1811,p990,2
c1811,p2455,2
c1811,p2472,2
c1811,p2356,2
c1811,p1013,2
c1812,p793,4
c1812,p3372,1
c1812,p2707,1
c1812,p1589,1
c1812,p1221,3
c1812,p1850,1
c1812,p720,1
c1812,p1110,3
