cid,pid,rank
c334,p21,7
c334,p77,8
c334,p240,9
c334,p3155,10
c334,p270,11
c334,p78,12
c334,p2313,13
c334,p242,14
c334,p271,15
c334,p3428,16
c334,p3019,17
c334,p2640,18
c334,p349,19
c334,p2868,20
c335,p428,1
c335,p0,2
c335,p1219,3
c335,p124,4
c335,p177,5
c335,p2058,6
c335,p46,7
c335,p66,8
c335,p604,9
c335,p134,10
c335,p21,11
c335,p77,12
c335,p240,13
c335,p3155,14
c335,p270,15
c335,p78,16
c335,p580,17
c335,p2313,18
c335,p242,19
c335,p271,20
c336,p428,1
c336,p1219,2
c336,p124,3
c336,p177,4
c336,p2975,5
c336,p2058,6
c336,p9,7
c336,p46,8
c336,p66,9
c336,p604,10
c336,p134,11
c336,p21,12
c336,p77,13
c336,p240,14
c336,p3155,15
c336,p270,16
c336,p78,17
c336,p580,18
c336,p2313,19
c336,p242,20
c337,p428,1
c337,p0,2
c337,p1219,3
c337,p124,4
c337,p2975,5
c337,p9,6
c337,p46,7
c337,p66,8
c337,p604,9
c337,p134,10
c337,p240,11
c337,p3155,12
c337,p270,13
c337,p78,14
c337,p580,15
c337,p242,16
c337,p271,17
c337,p344,18
c337,p150,19
c337,p3428,20
c338,p428,1
c338,p0,2
c338,p1219,3
c338,p124,4
c338,p177,5
c338,p66,6
c338,p604,7
c338,p134,8
c338,p21,9
c338,p77,10
c338,p240,11
c338,p270,12
c338,p78,13
c338,p580,14
c338,p2313,15
c338,p242,16
c338,p271,17
c338,p344,18
c338,p150,19
c338,p3019,20
c339,p428,1
c339,p0,2
c339,p1219,3
c339,p177,4
c339,p2975,5
c339,p2058,6
c339,p9,7
c339,p46,8
c339,p604,9
c339,p134,10
c339,p21,11
c339,p77,12
c339,p3155,13
c339,p270,14
c339,p78,15
c339,p580,16
c339,p2313,17
c339,p344,18
c339,p150,19
c339,p3428,20
c34,p428,1
c34,p1219,2
c34,p124,3
c34,p2058,4
c34,p9,5
c34,p46,6
c34,p66,7
c34,p604,8
c34,p134,9
c34,p77,10
c34,p240,11
c34,p3155,12
c34,p270,13
c34,p78,14
c34,p580,15
c34,p2313,16
c34,p242,17
c34,p344,18
c34,p150,19
c34,p3019,20
c340,p428,1
c340,p0,2
c340,p1219,3
c340,p124,4
c340,p177,5
c340,p2975,6
c340,p2058,7
c340,p9,8
c340,p46,9
c340,p66,10
c340,p604,11
c340,p134,12
c340,p21,13
c340,p77,14
c340,p240,15
c340,p3155,16
c340,p270,17
c340,p78,18
c340,p2313,19
c340,p344,20
c341,p428,1
c341,p0,2
c341,p1219,3
c341,p124,4
c341,p2975,5
c341,p2058,6
c341,p9,7
c341,p46,8
c341,p66,9
c341,p604,10
c341,p21,11
c341,p77,12
c341,p240,13
c341,p3155,14
c341,p270,15
c341,p78,16
c341,p580,17
c341,p2313,18
c341,p242,19
c341,p271,20
c342,p124,1
c342,p2058,2
c342,p46,3
c342,p66,4
c342,p134,5
c342,p3155,6
c342,p580,7
c342,p2313,8
c342,p271,9
c342,p344,10
c342,p150,11
c342,p3428,12
c342,p3019,13
c342,p2640,14
c342,p54,15
c342,p2868,16
c342,p153,17
c342,p324,18
c342,p27,19
c342,p131,20
c343,p0,1
c343,p1219,2
c343,p124,3
c343,p177,4
c343,p2975,5
c343,p2058,6
c343,p9,7
c343,p46,8
c343,p66,9
c343,p604,10
c343,p134,11
c343,p21,12
c343,p77,13
c343,p240,14
c343,p3155,15
c343,p270,16
c343,p78,17
c343,p580,18
c343,p2313,19
c343,p242,20
c344,p428,1
c344,p1219,2
c344,p124,3
c344,p177,4
c344,p2975,5
c344,p2058,6
c344,p9,7
c344,p46,8
c344,p66,9
c344,p604,10
c344,p21,11
c344,p77,12
c344,p240,13
c344,p3155,14
c344,p270,15
c344,p78,16
c344,p580,17
c344,p2313,18
c344,p344,19
c344,p150,20
c345,p428,1
c345,p1219,2
c345,p124,3
c345,p177,4
c345,p2975,5
c345,p2058,6
c345,p46,7
c345,p66,8
c345,p604,9
c345,p134,10
c345,p21,11
c345,p77,12
c345,p240,13
c345,p3155,14
c345,p270,15
c345,p78,16
c345,p580,17
c345,p2313,18
c345,p242,19
c345,p271,20
c346,p1219,1
c346,p124,2
c346,p177,3
c346,p2975,4
c346,p2058,5
c346,p9,6
c346,p66,7
c346,p21,8
c346,p77,9
c346,p240,10
c346,p3155,11
c346,p270,12
c346,p78,13
c346,p580,14
c346,p2313,15
c346,p242,16
c346,p271,17
c346,p344,18
c346,p3428,19
c346,p3019,20
c347,p428,1
c347,p0,2
c347,p1219,3
c347,p2975,4
c347,p46,5
c347,p604,6
c347,p134,7
c347,p77,8
c347,p3155,9
c347,p270,10
c347,p78,11
c347,p580,12
c347,p2313,13
c347,p242,14
c347,p271,15
c347,p344,16
c347,p150,17
c347,p3428,18
c347,p3019,19
c347,p349,20
c348,p428,1
c348,p1219,2
c348,p124,3
c348,p177,4
c348,p2975,5
c348,p2058,6
c348,p46,7
c348,p66,8
c348,p21,9
c348,p77,10
c348,p240,11
c348,p3155,12
c348,p270,13
c348,p78,14
c348,p580,15
c348,p2313,16
c348,p242,17
c348,p271,18
c348,p150,19
c348,p3428,20
c349,p177,1
c349,p2975,2
c349,p2058,3
c349,p9,4
c349,p46,5
c349,p604,6
c349,p134,7
c349,p21,8
c349,p77,9
c349,p240,10
c349,p3155,11
c349,p78,12
c349,p580,13
c349,p2313,14
c349,p242,15
c349,p3428,16
c349,p2640,17
c349,p349,18
c349,p54,19
c349,p153,20
c350,p428,1
c350,p0,2
c350,p1219,3
c350,p177,4
c350,p2058,5
c350,p9,6
c350,p46,7
c350,p604,8
c350,p134,9
c350,p21,10
c350,p77,11
c350,p240,12
c350,p3155,13
c350,p270,14
c350,p78,15
c350,p580,16
c350,p2313,17
c350,p242,18
c350,p271,19
c350,p344,20
c351,p0,1
c351,p124,2
c351,p9,3
c351,p46,4
c351,p66,5
c351,p21,6
c351,p77,7
c351,p240,8
c351,p270,9
c351,p580,10
c351,p2313,11
c351,p242,12
c351,p271,13
c351,p150,14
c351,p2640,15
c351,p54,16
c351,p2868,17
c351,p2668,18
c351,p153,19
c351,p71,20
c352,p428,1
c352,p0,2
c352,p1219,3
c352,p124,4
c352,p177,5
c352,p2975,6
c352,p2058,7
c352,p9,8
c352,p46,9
c352,p66,10
c352,p604,11
c352,p134,12
c352,p21,13
c352,p240,14
c352,p270,15
c352,p78,16
c352,p580,17
c352,p2313,18
c352,p242,19
c352,p271,20
c353,p428,1
c353,p0,2
c353,p1219,3
c353,p124,4
c353,p177,5
c353,p2975,6
c353,p2058,7
c353,p9,8
c353,p46,9
c353,p66,10
c353,p604,11
c353,p134,12
c353,p21,13
c353,p77,14
c353,p240,15
c353,p3155,16
c353,p270,17
c353,p78,18
c353,p580,19
c353,p2313,20
c354,p428,1
c354,p0,2
c354,p1219,3
c354,p124,4
c354,p177,5
c354,p2975,6
c354,p2058,7
c354,p9,8
c354,p46,9
c354,p66,10
c354,p604,11
c354,p134,12
c354,p21,13
c354,p77,14
c354,p240,15
c354,p3155,16
c354,p270,17
c354,p78,18
c354,p580,19
c354,p2313,20
c355,p428,1
c355,p0,2
c355,p1219,3
c355,p124,4
c355,p177,5
c355,p2975,6
c355,p2058,7
c355,p9,8
c355,p66,9
c355,p604,10
c355,p134,11
c355,p21,12
c355,p77,13
c355,p240,14
c355,p3155,15
c355,p270,16
c355,p78,17
c355,p580,18
c355,p2313,19
c355,p242,20
c356,p124,1
c356,p177,2
c356,p2058,3
c356,p9,4
c356,p66,5
c356,p604,6
c356,p134,7
c356,p21,8
c356,p77,9
c356,p240,10
c356,p3155,11
c356,p270,12
c356,p78,13
c356,p580,14
c356,p2313,15
c356,p242,16
c356,p271,17
c356,p344,18
c356,p150,19
c356,p3019,20
c357,p428,1
c357,p1219,2
c357,p124,3
c357,p2975,4
c357,p2058,5
c357,p46,6
c357,p66,7
c357,p134,8
c357,p21,9
c357,p240,10
c357,p3155,11
c357,p270,12
c357,p580,13
c357,p242,14
c357,p271,15
c357,p344,16
c357,p150,17
c357,p3019,18
c357,p2640,19
c357,p349,20
c358,p428,1
c358,p124,2
c358,p177,3
c358,p2058,4
c358,p9,5
c358,p46,6
c358,p66,7
c358,p604,8
c358,p21,9
c358,p77,10
c358,p240,11
c358,p3155,12
c358,p270,13
c358,p78,14
c358,p580,15
c358,p2313,16
c358,p242,17
c358,p271,18
c358,p150,19
c358,p3019,20
c359,p428,1
c359,p0,2
c359,p1219,3
c359,p124,4
c359,p177,5
c359,p2975,6
c359,p2058,7
c359,p9,8
c359,p66,9
c359,p604,10
c359,p134,11
c359,p21,12
c359,p77,13
c359,p240,14
c359,p3155,15
c359,p270,16
c359,p78,17
c359,p580,18
c359,p2313,19
c359,p242,20
c36,p428,1
c36,p0,2
c36,p1219,3
c36,p124,4
c36,p177,5
c36,p2975,6
c36,p2058,7
c36,p9,8
c36,p66,9
c36,p604,10
c36,p134,11
c36,p21,12
c36,p77,13
c36,p240,14
c36,p3155,15
c36,p270,16
c36,p78,17
c36,p580,18
c36,p2313,19
c36,p242,20
c360,p428,1
c360,p1219,2
c360,p124,3
c360,p177,4
c360,p9,5
c360,p46,6
c360,p66,7
c360,p604,8
c360,p134,9
c360,p21,10
c360,p77,11
c360,p240,12
c360,p3155,13
c360,p270,14
c360,p78,15
c360,p580,16
c360,p2313,17
c360,p242,18
c360,p271,19
c360,p344,20
c361,p0,1
c361,p1219,2
c361,p124,3
c361,p2975,4
c361,p2058,5
c361,p9,6
c361,p46,7
c361,p66,8
c361,p604,9
c361,p134,10
c361,p77,11
c361,p240,12
c361,p3155,13
c361,p270,14
c361,p78,15
c361,p580,16
c361,p2313,17
c361,p242,18
c361,p271,19
c361,p344,20
c362,p428,1
c362,p0,2
c362,p1219,3
c362,p2975,4
c362,p2058,5
c362,p9,6
c362,p46,7
c362,p66,8
c362,p134,9
c362,p21,10
c362,p77,11
c362,p240,12
c362,p3155,13
c362,p270,14
c362,p78,15
c362,p580,16
c362,p2313,17
c362,p242,18
c362,p271,19
c362,p344,20
c363,p428,1
c363,p1219,2
c363,p124,3
c363,p177,4
c363,p2975,5
c363,p2058,6
c363,p9,7
c363,p46,8
c363,p66,9
c363,p604,10
c363,p134,11
c363,p21,12
c363,p77,13
c363,p240,14
c363,p3155,15
c363,p270,16
c363,p78,17
c363,p580,18
c363,p2313,19
c363,p242,20
c364,p428,1
c364,p0,2
c364,p1219,3
c364,p124,4
c364,p177,5
c364,p2975,6
c364,p2058,7
c364,p9,8
c364,p46,9
c364,p66,10
c364,p604,11
c364,p134,12
c364,p77,13
c364,p240,14
c364,p3155,15
c364,p270,16
c364,p78,17
c364,p2313,18
c364,p242,19
c364,p271,20
c365,p428,1
c365,p0,2
c365,p1219,3
c365,p124,4
c365,p177,5
c365,p2975,6
c365,p2058,7
c365,p9,8
c365,p66,9
c365,p604,10
c365,p134,11
c365,p21,12
c365,p77,13
c365,p240,14
c365,p3155,15
c365,p270,16
c365,p78,17
c365,p580,18
c365,p2313,19
c365,p242,20
c366,p428,1
c366,p0,2
c366,p1219,3
c366,p124,4
c366,p177,5
c366,p2058,6
c366,p9,7
c366,p46,8
c366,p66,9
c366,p604,10
c366,p134,11
c366,p21,12
c366,p77,13
c366,p240,14
c366,p3155,15
c366,p270,16
c366,p78,17
c366,p580,18
c366,p2313,19
c366,p242,20
c367,p0,1
c367,p1219,2
c367,p124,3
c367,p177,4
c367,p2975,5
c367,p2058,6
c367,p9,7
c367,p46,8
c367,p66,9
c367,p604,10
c367,p134,11
c367,p21,12
c367,p77,13
c367,p240,14
c367,p3155,15
c367,p270,16
c367,p78,17
c367,p580,18
c367,p2313,19
c367,p242,20
c368,p0,1
c368,p124,2
c368,p177,3
c368,p2058,4
c368,p46,5
c368,p66,6
c368,p604,7
c368,p134,8
c368,p21,9
c368,p77,10
c368,p240,11
c368,p270,12
c368,p78,13
c368,p580,14
c368,p2313,15
c368,p242,16
c368,p271,17
c368,p344,18
c368,p3428,19
c368,p2640,20
c369,p0,1
c369,p124,2
c369,p177,3
c369,p2975,4
c369,p9,5
c369,p66,6
c369,p604,7
c369,p134,8
c369,p77,9
c369,p240,10
c369,p2313,11
c369,p271,12
c369,p344,13
c369,p150,14
c369,p3019,15
c369,p54,16
c369,p2868,17
c369,p2668,18
c369,p153,19
c369,p71,20
c370,p0,1
c370,p124,2
c370,p2058,3
c370,p9,4
c370,p46,5
c370,p66,6
c370,p604,7
c370,p134,8
c370,p21,9
c370,p240,10
c370,p3155,11
c370,p270,12
c370,p78,13
c370,p2313,14
c370,p242,15
c370,p271,16
c370,p344,17
c370,p150,18
c370,p3428,19
c370,p3019,20
c371,p428,1
c371,p1219,2
c371,p124,3
c371,p2975,4
c371,p2058,5
c371,p9,6
c371,p46,7
c371,p66,8
c371,p604,9
c371,p134,10
c371,p21,11
c371,p240,12
c371,p3155,13
c371,p270,14
c371,p580,15
c371,p242,16
c371,p271,17
c371,p150,18
c371,p3428,19
c371,p3019,20
c373,p0,1
c373,p1219,2
c373,p2975,3
c373,p2058,4
c373,p9,5
c373,p46,6
c373,p66,7
c373,p604,8
c373,p134,9
c373,p21,10
c373,p77,11
c373,p240,12
c373,p3155,13
c373,p270,14
c373,p78,15
c373,p580,16
c373,p2313,17
c373,p271,18
c373,p344,19
c373,p150,20
c374,p428,1
c374,p0,2
c374,p1219,3
c374,p124,4
c374,p177,5
c374,p2975,6
c374,p2058,7
c374,p46,8
c374,p66,9
c374,p134,10
c374,p21,11
c374,p77,12
c374,p240,13
c374,p3155,14
c374,p270,15
c374,p78,16
c374,p580,17
c374,p2313,18
c374,p242,19
c374,p3428,20
c376,p428,1
c376,p0,2
c376,p1219,3
c376,p124,4
c376,p177,5
c376,p2975,6
c376,p2058,7
c376,p9,8
c376,p46,9
c376,p66,10
c376,p604,11
c376,p134,12
c376,p21,13
c376,p77,14
c376,p240,15
c376,p3155,16
c376,p270,17
c376,p78,18
c376,p580,19
c376,p2313,20
c377,p428,1
c377,p0,2
c377,p1219,3
c377,p124,4
c377,p2975,5
c377,p2058,6
c377,p9,7
c377,p46,8
c377,p604,9
c377,p134,10
c377,p21,11
c377,p77,12
c377,p240,13
c377,p3155,14
c377,p270,15
c377,p78,16
c377,p580,17
c377,p2313,18
c377,p271,19
c377,p344,20
c378,p1219,1
c378,p124,2
c378,p177,3
c378,p2975,4
c378,p46,5
c378,p66,6
c378,p604,7
c378,p21,8
c378,p77,9
c378,p240,10
c378,p3155,11
c378,p270,12
c378,p78,13
c378,p2313,14
c378,p242,15
c378,p271,16
c378,p344,17
c378,p150,18
c378,p3428,19
c378,p3019,20
c379,p428,1
c379,p1219,2
c379,p177,3
c379,p2975,4
c379,p2058,5
c379,p9,6
c379,p46,7
c379,p66,8
c379,p604,9
c379,p21,10
c379,p77,11
c379,p240,12
c379,p3155,13
c379,p2313,14
c379,p271,15
c379,p150,16
c379,p2640,17
c379,p349,18
c379,p54,19
c379,p153,20
c38,p428,1
c38,p0,2
c38,p177,3
c38,p2975,4
c38,p2058,5
c38,p9,6
c38,p604,7
c38,p134,8
c38,p21,9
c38,p77,10
c38,p240,11
c38,p3155,12
c38,p270,13
c38,p78,14
c38,p580,15
c38,p2313,16
c38,p150,17
c38,p3428,18
c38,p3019,19
c38,p2640,20
c380,p0,1
c380,p1219,2
c380,p124,3
c380,p177,4
c380,p2975,5
c380,p2058,6
c380,p9,7
c380,p46,8
c380,p66,9
c380,p134,10
c380,p21,11
c380,p240,12
c380,p3155,13
c380,p270,14
c380,p78,15
c380,p580,16
c380,p2313,17
c380,p242,18
c380,p271,19
c380,p344,20
c381,p0,1
c381,p124,2
c381,p177,3
c381,p2975,4
c381,p46,5
c381,p66,6
c381,p604,7
c381,p134,8
c381,p21,9
c381,p77,10
c381,p240,11
c381,p3155,12
c381,p270,13
c381,p580,14
c381,p2313,15
c381,p242,16
c381,p271,17
c381,p150,18
c381,p3428,19
c381,p3019,20
c382,p1219,1
c382,p124,2
c382,p177,3
c382,p2975,4
c382,p9,5
c382,p46,6
c382,p66,7
c382,p604,8
c382,p134,9
c382,p21,10
c382,p77,11
c382,p240,12
c382,p3155,13
c382,p270,14
c382,p78,15
c382,p580,16
c382,p2313,17
c382,p242,18
c382,p271,19
c382,p344,20
c383,p428,1
c383,p0,2
c383,p1219,3
c383,p124,4
c383,p177,5
c383,p2975,6
c383,p2058,7
c383,p9,8
c383,p46,9
c383,p66,10
c383,p604,11
c383,p134,12
c383,p21,13
c383,p77,14
c383,p240,15
c383,p3155,16
c383,p270,17
c383,p78,18
c383,p580,19
c383,p2313,20
c384,p428,1
c384,p0,2
c384,p1219,3
c384,p124,4
c384,p177,5
c384,p2975,6
c384,p2058,7
c384,p9,8
c384,p46,9
c384,p66,10
c384,p604,11
c384,p134,12
c384,p21,13
c384,p77,14
c384,p240,15
c384,p3155,16
c384,p270,17
c384,p78,18
c384,p580,19
c384,p2313,20
c385,p124,1
c385,p177,2
c385,p2058,3
c385,p46,4
c385,p604,5
c385,p134,6
c385,p21,7
c385,p77,8
c385,p240,9
c385,p580,10
c385,p2313,11
c385,p242,12
c385,p271,13
c385,p344,14
c385,p150,15
c385,p2640,16
c385,p2868,17
c385,p2668,18
c385,p2057,19
c385,p71,20
c386,p428,1
c386,p177,2
c386,p2975,3
c386,p2058,4
c386,p46,5
c386,p66,6
c386,p134,7
c386,p21,8
c386,p77,9
c386,p240,10
c386,p270,11
c386,p580,12
c386,p2313,13
c386,p242,14
c386,p271,15
c386,p344,16
c386,p3428,17
c386,p3019,18
c386,p2640,19
c386,p349,20
c387,p428,1
c387,p177,2
c387,p2975,3
c387,p9,4
c387,p46,5
c387,p66,6
c387,p134,7
c387,p21,8
c387,p77,9
c387,p240,10
c387,p3155,11
c387,p270,12
c387,p78,13
c387,p580,14
c387,p2313,15
c387,p242,16
c387,p271,17
c387,p344,18
c387,p150,19
c387,p3428,20
c388,p428,1
c388,p1219,2
c388,p124,3
c388,p177,4
c388,p2975,5
c388,p2058,6
c388,p9,7
c388,p46,8
c388,p66,9
c388,p604,10
c388,p21,11
c388,p77,12
c388,p240,13
c388,p3155,14
c388,p270,15
c388,p580,16
c388,p2313,17
c388,p242,18
c388,p271,19
c388,p150,20
c389,p428,1
c389,p0,2
c389,p1219,3
c389,p124,4
c389,p177,5
c389,p2975,6
c389,p2058,7
c389,p9,8
c389,p46,9
c389,p66,10
c389,p604,11
c389,p134,12
c389,p21,13
c389,p77,14
c389,p240,15
c389,p3155,16
c389,p270,17
c389,p78,18
c389,p580,19
c389,p2313,20
c39,p428,1
c39,p0,2
c39,p1219,3
c39,p124,4
c39,p177,5
c39,p2975,6
c39,p2058,7
c39,p9,8
c39,p46,9
c39,p66,10
c39,p604,11
c39,p134,12
c39,p21,13
c39,p77,14
c39,p240,15
c39,p3155,16
c39,p270,17
c39,p580,18
c39,p2313,19
c39,p242,20
c390,p428,1
c390,p0,2
c390,p1219,3
c390,p124,4
c390,p177,5
c390,p2975,6
c390,p2058,7
c390,p9,8
c390,p46,9
c390,p66,10
c390,p604,11
c390,p21,12
c390,p77,13
c390,p240,14
c390,p3155,15
c390,p270,16
c390,p78,17
c390,p580,18
c390,p2313,19
c390,p242,20
c391,p428,1
c391,p0,2
c391,p124,3
c391,p177,4
c391,p9,5
c391,p604,6
c391,p21,7
c391,p77,8
c391,p240,9
c391,p270,10
c391,p580,11
c391,p242,12
c391,p271,13
c391,p344,14
c391,p2640,15
c391,p349,16
c391,p54,17
c391,p2868,18
c391,p2668,19
c391,p153,20
c392,p428,1
c392,p0,2
c392,p1219,3
c392,p124,4
c392,p177,5
c392,p2975,6
c392,p2058,7
c392,p9,8
c392,p46,9
c392,p66,10
c392,p604,11
c392,p134,12
c392,p21,13
c392,p77,14
c392,p3155,15
c392,p270,16
c392,p78,17
c392,p580,18
c392,p2313,19
c392,p150,20
c393,p428,1
c393,p0,2
c393,p2975,3
c393,p2058,4
c393,p9,5
c393,p46,6
c393,p604,7
c393,p134,8
c393,p21,9
c393,p77,10
c393,p3155,11
c393,p580,12
c393,p2313,13
c393,p344,14
c393,p150,15
c393,p2640,16
c393,p349,17
c393,p54,18
c393,p153,19
c393,p2057,20
c394,p2975,1
c394,p2058,2
c394,p9,3
c394,p134,4
c394,p21,5
c394,p3155,6
c394,p78,7
c394,p2313,8
c394,p242,9
c394,p3019,10
c394,p349,11
c394,p54,12
c394,p2868,13
c394,p153,14
c394,p71,15
c394,p324,16
c394,p27,17
c394,p282,18
c394,p131,19
c394,p572,20
c395,p428,1
c395,p0,2
c395,p1219,3
c395,p124,4
c395,p2975,5
c395,p2058,6
c395,p9,7
c395,p66,8
c395,p604,9
c395,p134,10
c395,p77,11
c395,p3155,12
c395,p270,13
c395,p580,14
c395,p2313,15
c395,p242,16
c395,p271,17
c395,p344,18
c395,p150,19
c395,p3428,20
c396,p124,1
c396,p177,2
c396,p2058,3
c396,p46,4
c396,p3155,5
c396,p78,6
c396,p580,7
c396,p2313,8
c396,p344,9
c396,p150,10
c396,p3019,11
c396,p349,12
c396,p54,13
c396,p2868,14
c396,p2668,15
c396,p153,16
c396,p2057,17
c396,p71,18
c396,p324,19
c396,p27,20
c397,p0,1
c397,p1219,2
c397,p124,3
c397,p177,4
c397,p2975,5
c397,p2058,6
c397,p9,7
c397,p46,8
c397,p66,9
c397,p604,10
c397,p134,11
c397,p21,12
c397,p77,13
c397,p240,14
c397,p3155,15
c397,p270,16
c397,p78,17
c397,p580,18
c397,p2313,19
c397,p242,20
c398,p428,1
c398,p0,2
c398,p1219,3
c398,p124,4
c398,p177,5
c398,p2975,6
c398,p2058,7
c398,p9,8
c398,p46,9
c398,p66,10
c398,p604,11
c398,p134,12
c398,p21,13
c398,p77,14
c398,p240,15
c398,p3155,16
c398,p270,17
c398,p78,18
c398,p580,19
c398,p2313,20
c399,p428,1
c399,p0,2
c399,p1219,3
c399,p124,4
c399,p177,5
c399,p2975,6
c399,p2058,7
c399,p66,8
c399,p604,9
c399,p134,10
c399,p21,11
c399,p77,12
c399,p240,13
c399,p3155,14
c399,p270,15
c399,p78,16
c399,p580,17
c399,p2313,18
c399,p242,19
c399,p271,20
c40,p1219,1
c40,p124,2
c40,p2975,3
c40,p46,4
c40,p66,5
c40,p604,6
c40,p134,7
c40,p77,8
c40,p240,9
c40,p3155,10
c40,p270,11
c40,p78,12
c40,p580,13
c40,p2313,14
c40,p242,15
c40,p271,16
c40,p344,17
c40,p150,18
c40,p3428,19
c40,p3019,20
c400,p0,1
c400,p124,2
c400,p177,3
c400,p2975,4
c400,p2058,5
c400,p9,6
c400,p46,7
c400,p66,8
c400,p604,9
c400,p134,10
c400,p21,11
c400,p77,12
c400,p240,13
c400,p3155,14
c400,p270,15
c400,p78,16
c400,p580,17
c400,p2313,18
c400,p242,19
c400,p271,20
c401,p428,1
c401,p0,2
c401,p1219,3
c401,p124,4
c401,p177,5
c401,p2975,6
c401,p2058,7
c401,p9,8
c401,p46,9
c401,p66,10
c401,p604,11
c401,p134,12
c401,p21,13
c401,p77,14
c401,p240,15
c401,p3155,16
c401,p270,17
c401,p78,18
c401,p580,19
c401,p2313,20
c402,p428,1
c402,p0,2
c402,p1219,3
c402,p124,4
c402,p177,5
c402,p2975,6
c402,p2058,7
c402,p9,8
c402,p66,9
c402,p604,10
c402,p134,11
c402,p21,12
c402,p77,13
c402,p240,14
c402,p3155,15
c402,p270,16
c402,p78,17
c402,p580,18
c402,p2313,19
c402,p242,20
c403,p428,1
c403,p0,2
c403,p1219,3
c403,p124,4
c403,p177,5
c403,p2975,6
c403,p2058,7
c403,p9,8
c403,p46,9
c403,p604,10
c403,p134,11
c403,p21,12
c403,p77,13
c403,p240,14
c403,p3155,15
c403,p270,16
c403,p78,17
c403,p580,18
c403,p2313,19
c403,p344,20
c404,p428,1
c404,p0,2
c404,p1219,3
c404,p124,4
c404,p177,5
c404,p2975,6
c404,p9,7
c404,p46,8
c404,p21,9
c404,p77,10
c404,p3155,11
c404,p78,12
c404,p2313,13
c404,p271,14
c404,p344,15
c404,p150,16
c404,p349,17
c404,p153,18
c404,p2057,19
c404,p324,20
c405,p428,1
c405,p1219,2
c405,p124,3
c405,p177,4
c405,p2975,5
c405,p2058,6
c405,p9,7
c405,p66,8
c405,p604,9
c405,p134,10
c405,p21,11
c405,p77,12
c405,p240,13
c405,p3155,14
c405,p270,15
c405,p78,16
c405,p580,17
c405,p2313,18
c405,p242,19
c405,p271,20
c407,p0,1
c407,p1219,2
c407,p124,3
c407,p177,4
c407,p2975,5
c407,p2058,6
c407,p9,7
c407,p46,8
c407,p66,9
c407,p604,10
c407,p134,11
c407,p21,12
c407,p77,13
c407,p240,14
c407,p3155,15
c407,p270,16
c407,p78,17
c407,p580,18
c407,p2313,19
c407,p242,20
c408,p0,1
c408,p1219,2
c408,p124,3
c408,p177,4
c408,p2975,5
c408,p2058,6
c408,p9,7
c408,p46,8
c408,p66,9
c408,p604,10
c408,p134,11
c408,p21,12
c408,p77,13
c408,p240,14
c408,p3155,15
c408,p270,16
c408,p78,17
c408,p580,18
c408,p2313,19
c408,p242,20
c409,p0,1
c409,p124,2
c409,p177,3
c409,p2058,4
c409,p9,5
c409,p46,6
c409,p134,7
c409,p21,8
c409,p77,9
c409,p240,10
c409,p3155,11
c409,p270,12
c409,p78,13
c409,p580,14
c409,p2313,15
c409,p242,16
c409,p271,17
c409,p344,18
c409,p3428,19
c409,p3019,20
c410,p428,1
c410,p0,2
c410,p177,3
c410,p2975,4
c410,p46,5
c410,p66,6
c410,p21,7
c410,p77,8
c410,p240,9
c410,p3155,10
c410,p270,11
c410,p78,12
c410,p580,13
c410,p2313,14
c410,p242,15
c410,p271,16
c410,p344,17
c410,p150,18
c410,p3428,19
c410,p3019,20
c412,p428,1
c412,p0,2
c412,p1219,3
c412,p124,4
c412,p177,5
c412,p2975,6
c412,p2058,7
c412,p9,8
c412,p46,9
c412,p66,10
c412,p604,11
c412,p134,12
c412,p21,13
c412,p77,14
c412,p240,15
c412,p3155,16
c412,p270,17
c412,p78,18
c412,p580,19
c412,p2313,20
c413,p428,1
c413,p0,2
c413,p1219,3
c413,p124,4
c413,p177,5
c413,p2975,6
c413,p2058,7
c413,p9,8
c413,p46,9
c413,p604,10
c413,p134,11
c413,p21,12
c413,p77,13
c413,p240,14
c413,p3155,15
c413,p270,16
c413,p78,17
c413,p580,18
c413,p2313,19
c413,p242,20
c414,p428,1
c414,p0,2
c414,p1219,3
c414,p2975,4
c414,p9,5
c414,p46,6
c414,p134,7
c414,p240,8
c414,p3155,9
c414,p2313,10
c414,p242,11
c414,p271,12
c414,p344,13
c414,p150,14
c414,p3019,15
c414,p2640,16
c414,p349,17
c414,p54,18
c414,p2868,19
c414,p2057,20
c415,p428,1
c415,p0,2
c415,p2975,3
c415,p2058,4
c415,p9,5
c415,p46,6
c415,p66,7
c415,p604,8
c415,p134,9
c415,p21,10
c415,p77,11
c415,p240,12
c415,p3155,13
c415,p270,14
c415,p78,15
c415,p580,16
c415,p2313,17
c415,p242,18
c415,p271,19
c415,p344,20
c416,p428,1
c416,p1219,2
c416,p124,3
c416,p2975,4
c416,p2058,5
c416,p46,6
c416,p66,7
c416,p134,8
c416,p77,9
c416,p240,10
c416,p3155,11
c416,p270,12
c416,p78,13
c416,p242,14
c416,p271,15
c416,p344,16
c416,p3428,17
c416,p3019,18
c416,p2640,19
c416,p54,20
c417,p1219,1
c417,p177,2
c417,p2058,3
c417,p9,4
c417,p46,5
c417,p604,6
c417,p21,7
c417,p77,8
c417,p3155,9
c417,p580,10
c417,p150,11
c417,p3428,12
c417,p3019,13
c417,p2868,14
c417,p153,15
c417,p2057,16
c417,p71,17
c417,p27,18
c417,p282,19
c417,p572,20
